Date,Home Team,Home Pitcher,Home Lineup Confirmed,Home Lineup,Away Team,Away Pitcher,Away Lineup Confirmed,Away Lineup
2022-09-24,Oakland Athletics,Ken Waldichuk,True,"[670770, 668715, 571657, 656413, 676480, 664670, 606157, 608703, 672279, 642020, 668933, 656818, 669270]",New York Mets,Jacob deGrom,True,"[592885, 669003, 642715, 642133, 592669, 543939, 457705, 649966, 553882, 621438, 669203, 641627, 573124, 608718]"
2022-09-24,Tampa Bay Rays,Drew Rasmussen,True,"[542932, 605119, 643265, 641779, 668709, 650559, 607732, 500743, 650331, 645261, 571670]",Toronto Blue Jays,Alek Manoah,True,"[657041, 671277, 608841, 572228, 669743, 682928, 545121, 645302, 656180, 607200, 607179, 518553]"
2022-09-24,Miami Marlins,Sandy Alcantara,True,"[666018, 670623, 677551, 668227, 444482, 623912, 670764, 622534, 670156, 642336, 542194, 596847, 642350, 656876, 548384, 676534, 642657]",Washington Nationals,Erick Fedde,True,"[543807, 666182, 665489, 672386, 656305, 606192, 606132, 643376, 605548, 593160, 598265, 666201, 641835, 605447]"
2022-09-24,Pittsburgh Pirates,Johan Oviedo,True,"[592450, 519203, 650402, 518626, 519317, 665828, 664056, 643396, 543309, 543305, 624431, 593334, 502154, 642152, 476595, 657376, 664123]",Chicago Cubs,Wade Miley,True,"[502054, 657136, 646240, 593428, 657077, 571771, 671213, 666915, 624512, 608701, 501659, 601713, 518489, 670167, 660825]"
2022-09-24,Cincinnati Reds,Graham Ashcraft,True,"[678225, 668804, 666801, 660636, 669261, 621028, 656308, 592325, 656185, 641511, 670912, 605507]",Milwaukee Brewers,Corbin Burnes,True,"[656716, 606019, 621550, 664023, 676369, 543228, 614177, 623520, 676724, 666624, 489119, 640470, 592858]"
2022-09-24,Baltimore Orioles,Mike Baumann,True,"[656941, 656555, 547180, 592663, 664761, 669016, 516416, 681082, 665155, 663559, 571479, 641401, 622554, 502085, 621107]",Houston Astros,Framber Valdez,True,"[621020, 661388, 663586, 518595, 542303, 628338, 671739, 687093, 606115, 621566, 543257, 657140, 543521, 628452, 621345, 445276]"
2022-09-24,Texas Rangers,Glenn Otto,True,"[669004, 677951, 521692, 686469, 572191, 681987, 664728, 671221, 670032, 658668, 663460, 607237, 676092, 672578, 664948, 641745, 621016]",Cleveland Guardians,Cal Quantrill,True,"[641487, 664034, 571745, 467793, 647351, 664238, 624428, 664059, 672284, 620443, 608385, 592200, 663728, 669302, 666374, 623149, 662253]"
2022-09-24,Kansas City Royals,Kris Bubic,True,"[543760, 608369, 663993, 641680, 673962, 665750, 669087, 669701, 669352, 594777, 657248, 656271, 519043]",Seattle Mariners,Logan Gilbert,True,"[680757, 642708, 608070, 647304, 660757, 665926, 686823, 595978, 664702, 615698, 656529, 663986, 661403]"
2022-09-24,Minnesota Twins,Joe Ryan,True,"[605141, 607208, 669257, 571970, 621035, 572204, 605131, 678246, 641355, 477132, 455119, 623465, 592454]",Los Angeles Angels,Reid Detmers,True,"[669242, 405395, 502671, 571448, 660766, 666185, 657557, 680977, 668800, 572816, 663457, 656756, 641712, 608717]"
2022-09-24,Chicago White Sox,Davis Martin,True,"[682998, 656976, 662139, 572233, 606466, 668942, 677950, 608348, 672695, 518876, 573009, 606625]",Detroit Tigers,Drew Hutchison,True,"[664774, 446334, 573262, 605204, 527038, 543063, 681584, 613564, 596103, 665154, 663698, 502171, 663378, 605194]"
2022-09-24,Colorado Rockies,Chad Kuhl,True,"[641857, 602074, 545341, 453568, 669911, 676701, 678662, 656248, 661531, 641771, 664875, 663385, 517008]",San Diego Padres,Yu Darvish,True,"[595777, 665742, 592518, 630105, 592273, 605137, 673490, 663757, 543592, 506433, 472610, 657612, 489334]"
2022-09-24,Arizona Diamondbacks,Merrill Kelly,True,"[669304, 621043, 650333, 570482, 596142, 665482, 595909, 650339, 670242, 657746, 643377, 573204, 605242, 605347, 661395]",San Francisco Giants,Alex Cobb,True,"[650859, 545361, 660271, 621493, 645801, 622110, 642136, 666160, 670869, 672282, 594577, 642239, 592848]"
2022-09-24,Los Angeles Dodgers,Clayton Kershaw,True,"[462101, 660162, 547989, 650391, 657757, 572041, 518735, 592622, 543281, 663436, 518617, 614179, 592826]",St. Louis Cardinals,Jordan Montgomery,True,"[682985, 595879, 605612, 408234, 679529, 650489, 600869, 571466, 668731, 571800, 656638, 676684, 682051]"
2022-09-25,Baltimore Orioles,Austin Voth,True,"[542932, 500743, 605119, 663743, 668709, 650559, 677954, 666464, 650331, 665795, 656257, 677053, 663773, 670288]",Houston Astros,Cristian Javier,True,"[657041, 671277, 608841, 572228, 669743, 641943, 682928, 545121, 645302, 668663, 434671, 541640, 640451, 605218, 640448]"
2022-09-25,Philadelphia Phillies,Kyle Gibson,True,"[622534, 668227, 677551, 670156, 623912, 670623, 444482, 542194, 642350, 670764, 663556, 608638, 542888, 664076, 642657]",Atlanta Braves,Charlie Morton,True,"[543807, 605548, 666182, 665489, 672386, 656305, 606192, 598265, 643376, 593160, 606132, 548389, 647315, 643256, 670950, 579328]"
2022-09-25,Tampa Bay Rays,Shane McClanahan,True,"[669304, 621043, 670242, 570482, 571740, 596142, 624503, 665482, 650339, 595909, 643348, 605164, 678692, 656730, 663558]",Toronto Blue Jays,Ross Stripling,True,"[650859, 545361, 660271, 621493, 642136, 666160, 545358, 670869, 683021, 660761, 642545, 650671, 572193, 592848]"
2022-09-25,Pittsburgh Pirates,Luis L. Ortiz,True,"[656775, 668939, 683002, 623993, 663630, 663624, 679631, 669720, 596059, 669065, 622761, 608723, 596082, 669084, 641329, 672335, 622253, 669211, 607216]",Chicago Cubs,Adrian Sampson,True,"[514888, 649557, 670541, 608324, 663656, 493329, 543877, 676801, 643289, 641820, 665161, 664299, 519293, 592773, 650556, 519151, 593576, 606160]"
2022-09-25,Miami Marlins,Edward Cabrera,True,"[678225, 668804, 665833, 666801, 663647, 669261, 668751, 641470, 641511, 592325, 660636, 682847, 544365, 670280, 621249, 664337]",Washington Nationals,Aníbal Sánchez,True,"[656716, 606019, 621550, 664023, 663538, 614177, 676369, 664731, 663845, 641684, 592716, 624522, 657272, 676714]"
2022-09-25,Cincinnati Reds,Nick Lodolo,True,"[462101, 660162, 572041, 683734, 657757, 543281, 518735, 664874, 663853, 641553, 656302, 625643, 608665, 607481, 523260]",Milwaukee Brewers,Freddy Peralta,True,"[682985, 595879, 605612, 668731, 679529, 606992, 681481, 570731, 600869, 668952, 622682, 641302, 605177, 676684, 642397]"
2022-09-25,Kansas City Royals,Max Castillo,True,"[543760, 608369, 663993, 666969, 641680, 673962, 594777, 664029, 669701, 665750, 666142, 667463, 669618, 642701]",Seattle Mariners,Luis Castillo,True,"[680757, 642708, 608070, 660757, 680911, 672356, 671289, 571912, 664702, 650644, 668948, 543766, 675916]"
2022-09-25,Minnesota Twins,Dylan Bundy,True,"[669004, 677951, 521692, 686469, 681987, 658668, 670032, 686681, 656811, 664728, 641531, 671221, 666721, 607237, 621016, 664948, 669395, 605130]",Los Angeles Angels,José Suarez,True,"[641487, 664034, 571745, 467793, 663728, 620443, 672284, 608385, 647351, 624428, 664238, 666211, 664059, 622491, 670036, 666374, 657024, 682171, 571510]"
2022-09-25,Chicago White Sox,Dylan Cease,True,"[656941, 656495, 665155, 656555, 622168, 547180, 664761, 516416, 669016, 681082, 663837, 596117, 592663, 502043, 656793, 621237, 502085, 622554, 621107, 571479]",Detroit Tigers,Tyler Alexander,True,"[621020, 671739, 663586, 518595, 621566, 661388, 628338, 592696, 687093, 660670, 543257, 606115, 450203, 445926, 669276, 628452, 445276, 623451]"
2022-09-25,Texas Rangers,Cole Ragans,True,"[670770, 663697, 571657, 668715, 656413, 664670, 606157, 608703, 519222, 666157, 571882, 571656, 664747]",Cleveland Guardians,Aaron Civale,True,"[457705, 642715, 592885, 592669, 670712, 543939, 649966, 669374, 642133, 605170, 621438, 607054, 669003, 642547, 676879, 657265, 641627, 502202, 456713]"
2022-09-25,Colorado Rockies,Kyle Freeland,True,"[641857, 602074, 545341, 543068, 669911, 453568, 656582, 553869, 676701, 678662, 656248, 607536, 656234, 664875, 663385, 659275, 517008, 668970, 596295]",San Diego Padres,Mike Clevinger,True,"[673490, 665742, 663757, 592518, 592273, 630105, 571976, 595777, 669134, 543592, 640492, 605182, 621051, 572955, 663158, 607259, 489334]"
2022-09-25,Arizona Diamondbacks,Drey Jameson,True,"[592450, 519203, 650402, 665828, 664056, 543305, 624431, 503556, 672724, 641482]",San Francisco Giants,Scott Alexander,True,"[571771, 502054, 593428, 502110, 608701, 671213, 666915, 644374, 657136, 678394]"
2022-09-25,Oakland Athletics,JP Sears,True,"[643393, 605353, 681146, 669221, 664913, 660650, 668843, 669127, 672478, 676391, 676664, 650204, 572125, 657649]",New York Mets,Max Scherzer,True,"[607043, 641645, 592192, 596019, 605253, 624413, 668901, 643446, 500871, 573131, 571980, 621512, 453286, 493603, 622098, 607625]"
2022-09-25,Los Angeles Dodgers,Michael Grove,True,"[606466, 662139, 656448, 677950, 572233, 668942, 642727, 656976, 682998, 669450, 686753, 656464, 666818, 606625, 453343]",St. Louis Cardinals,Adam Wainwright,True,"[664774, 642731, 573262, 605204, 543063, 681584, 613564, 596103, 642851, 527038, 663698, 665154, 446334, 518397, 606424, 596001, 666808]"
2022-09-25,New York Yankees,Nestor Cortes,True,"[605141, 607208, 518692, 669257, 457759, 571970, 608336, 666158, 641355, 675627, 660813, 656578]",Boston Red Sox,Brayan Bello,True,"[680977, 663457, 502671, 571448, 660766, 572816, 405395, 666185, 425877, 669242, 425794, 668868, 668941, 663765, 669467]"
2022-09-26,Pittsburgh Pirates,Roansy Contreras,True,"[657041, 682928, 608841, 572228, 514917, 671277, 545121, 645302, 656180, 676265, 600921, 607179, 666168, 518553]",Cincinnati Reds,Chase Anderson,True,"[660670, 621020, 663586, 671739, 621566, 661388, 592696, 542303, 606115, 693821]"
2022-09-26,Washington Nationals,Cory Abbott,True,"[543807, 666182, 665489, 672386, 656305, 606192, 606132, 643376, 593160, 624415, 592332, 643256, 554340, 605447, 542914, 641835]",Atlanta Braves,Bryce Elder,True,"[592450, 519203, 650402, 518626, 519317, 665828, 664056, 643396, 624431, 622663, 642152, 664123, 676760, 642528, 605280, 657376]"
2022-09-26,Toronto Blue Jays,Kevin Gausman,True,"[571771, 646240, 593428, 657077, 502110, 671213, 608701, 624512, 501659, 657756, 641501, 677161, 672391, 681464, 660825]",New York Yankees,Luis Severino,True,"[656775, 668939, 623993, 663624, 683002, 669720, 596059, 669065, 663630, 622761, 543475, 657093, 670810]"
2022-09-26,Boston Red Sox,Connor Seabold,True,"[665833, 668804, 609280, 669261, 663647, 668751, 592325, 621028, 641470, 608422, 672710, 608328, 670990, 596112]",Baltimore Orioles,Jordan Lyles,True,"[670770, 663697, 571657, 668715, 656413, 606157, 608703, 676480, 642020, 502624, 665665, 518585, 664139, 571882, 669270]"
2022-09-27,Cleveland Guardians,Shane Bieber,True,"[543807, 666182, 665489, 672386, 605548, 656305, 606192, 606132, 593160, 624415, 621244, 647315, 475479, 542914]",Tampa Bay Rays,Corey Kluber,True,"[592450, 519203, 650402, 518626, 519317, 665828, 664056, 643396, 543309, 543305, 592791, 642152]"
2022-09-27,Pittsburgh Pirates,Mitch Keller,True,"[607043, 596019, 643446, 624413, 596129, 592192, 500871, 571980, 543510, 471911, 592866, 656849, 656731, 621242]",Cincinnati Reds,Hunter Greene,True,"[542932, 500743, 663897, 605119, 643265, 641779, 650559, 668709, 607732, 677954, 650331, 641154, 623211, 542947, 571670]"
2022-09-27,Detroit Tigers,Joey Wentz,True,"[682985, 595879, 605612, 408234, 681481, 679529, 570731, 668952, 571466, 668731, 606992, 666214, 671345, 669804, 596057, 542585, 656638]",Kansas City Royals,Zack Greinke,True,"[669004, 677951, 521692, 686469, 658668, 664728, 641531, 686681, 572191, 681987, 425844, 669395, 672578, 605130, 664948]"
2022-09-27,Washington Nationals,Paolo Espino,True,"[650333, 621043, 624503, 669304, 570482, 595909, 596142, 670242, 676628, 641927, 643377, 661395]",Atlanta Braves,Kyle Muller,True,"[462101, 660162, 547989, 650391, 657757, 572041, 683734, 518735, 543281, 458681, 607481, 592826]"
2022-09-27,Toronto Blue Jays,José Berríos,True,"[592885, 642715, 642133, 592669, 543939, 669374, 607054, 553882, 669003, 605288, 608718, 641627, 571948, 573124, 657265]",New York Yankees,Jameson Taillon,True,"[680977, 660766, 657557, 663457, 502671, 571448, 572816, 641512, 405395, 666185, 668800, 669242, 571945, 669467, 664854]"
2022-09-27,Boston Red Sox,Michael Wacha,True,"[665833, 668804, 666801, 669261, 609280, 668751, 592325, 641470, 641511, 678225, 656605, 640444, 621249, 670280]",Baltimore Orioles,Kyle Bradish,True,"[670770, 663697, 571657, 641584, 668715, 606157, 672279, 656413, 676480, 519222, 664670, 668881, 571656, 519326]"
2022-09-27,New York Mets,Carlos Carrasco,True,"[502054, 646240, 593428, 657077, 502110, 671213, 608701, 571771, 657136, 608379, 621381, 677161, 670167, 518489, 598264]",Miami Marlins,Pablo López,True,"[656775, 668939, 623993, 663624, 683002, 602104, 622761, 596059, 669720, 669065, 542583, 680694, 607216, 596082, 669084, 641329, 672335, 622253]"
2022-09-27,Chicago Cubs,Marcus Stroman,True,"[656716, 606019, 575929, 664023, 663538, 621550, 543228, 663845, 666624, 573186, 676714, 655889]",Philadelphia Phillies,Zack Wheeler,True,"[656941, 656555, 547180, 592663, 664761, 592206, 669016, 516416, 681082, 554430, 641401, 606965]"
2022-09-27,Minnesota Twins,Bailey Ober,True,"[680757, 642708, 608070, 647304, 660757, 686823, 672356, 595978, 666181, 571912, 664702, 669456, 660853, 680704, 661403, 675916, 663986]",Chicago White Sox,Lance Lynn,True,"[622534, 668227, 677551, 623912, 670156, 670623, 444482, 542194, 666018, 642350, 650490, 642336, 670764, 446372, 664076, 608638, 621363, 548384, 592094, 664126, 642770, 676534]"
2022-09-27,Milwaukee Brewers,Adrian Houser,True,"[657041, 682928, 608841, 572228, 669743, 514917, 545121, 645302, 668663, 502179, 607179, 666168, 541640, 600921]",St. Louis Cardinals,Miles Mikolas,True,"[660670, 621020, 663586, 621566, 671739, 661388, 592696, 542303, 606115, 666205, 543521, 621345, 445926, 554431]"
2022-09-27,Houston Astros,Luis Garcia,True,"[650859, 545361, 660271, 621493, 645801, 622110, 642136, 683021, 545358, 666176, 670869, 663776, 681806, 572193, 623474]",Arizona Diamondbacks,Zach Davies,True,"[681146, 605353, 660650, 669221, 640461, 643393, 664913, 672478, 668843, 669127, 665506, 519390, 669397, 621076, 664202, 640462, 643493]"
2022-09-27,Los Angeles Angels,Patrick Sandoval,True,"[514888, 665161, 670541, 682073, 608324, 663656, 493329, 641820, 676801, 455117, 673237, 677651, 686613, 664208]",Oakland Athletics,James Kaprielian,True,"[682998, 662139, 664983, 572233, 656976, 606466, 668942, 608348, 656448, 672695, 605200, 642203, 453178, 592761, 666818]"
2022-09-27,San Diego Padres,Blake Snell,True,"[641487, 664034, 571745, 553993, 663728, 467793, 672284, 664238, 647351, 624428, 592662, 682171, 571510, 650895, 623167]",Los Angeles Dodgers,Tyler Anderson,True,"[543760, 608369, 669701, 663993, 666969, 673962, 669087, 665750, 518586, 594777, 669352, 622786, 668338, 642701, 519043, 642546, 600917]"
2022-09-27,Seattle Mariners,Robbie Ray,True,"[592626, 642731, 527038, 573262, 605204, 543063, 596103, 613564, 663698, 657277, 643511, 518397, 666808]",Texas Rangers,Jesus Tinoco,True,"[641857, 602074, 543068, 453568, 553869, 669911, 656248, 678662, 641658, 545341, 676701, 608566, 656234, 668970]"
2022-09-27,San Francisco Giants,Logan Webb,True,"[673490, 665742, 592518, 592273, 571976, 595777, 595751, 605137, 630105, 543592, 663757, 640492, 605483, 607259, 663158, 472610, 623352, 572955]",Colorado Rockies,Germán Márquez,True,"[605141, 607208, 518692, 669257, 457759, 571970, 621035, 572204, 641355, 605131, 542881, 623465, 657571, 455119, 592454, 518886]"
2022-09-28,Pittsburgh Pirates,Bryse Wilson,True,"[457705, 669003, 642715, 592669, 670712, 543939, 649966, 642133, 669374, 592885, 605170, 621438, 605540, 456713, 642207, 502202]",Cincinnati Reds,Luis Cessa,True,"[680977, 666185, 502671, 663457, 660766, 572816, 657557, 676475, 668800, 641512, 500779, 608717, 571927, 663765, 668941, 606149]"
2022-09-28,Cleveland Guardians,Triston McKenzie,True,"[656716, 606019, 575929, 664023, 663538, 621550, 676369, 543228, 663845, 666624, 669713, 643410, 640470, 676714, 655889]",Tampa Bay Rays,Tyler Glasnow,True,"[656941, 656555, 547180, 592663, 664761, 592206, 669016, 516416, 681082, 663837, 605400, 656793, 571479]"
2022-09-28,Detroit Tigers,Matt Manning,True,"[680757, 671289, 608070, 647304, 660757, 665926, 672356, 686823, 571912, 642708, 663474, 656529, 669212, 661403, 675916]",Kansas City Royals,Daniel Lynch IV,True,"[622534, 668227, 677551, 623912, 596847, 670156, 670623, 542194, 670764, 666018, 642350, 607192, 664076, 676534, 548384, 621363, 592094, 664126, 642770]"
2022-09-28,Washington Nationals,Josiah Gray,True,"[682985, 595879, 606992, 408234, 605612, 679529, 650489, 668952, 600869, 622682, 666159, 676684, 596057, 682051, 542585, 605177, 656638, 642397]",Atlanta Braves,Jake Odorizzi,True,"[669004, 686681, 521692, 686469, 658668, 641531, 671221, 664728, 670032, 663738, 607237, 672578]"
2022-09-28,Toronto Blue Jays,Mitch White,True,"[607043, 624413, 596019, 592192, 643446, 500871, 668901, 641645, 621512, 605253, 543510, 592836, 607625, 493603, 621242, 622098]",New York Yankees,Gerrit Cole,True,"[542932, 641779, 605119, 663743, 650559, 668709, 607732, 677954, 650331, 666200, 623211, 656945, 542947, 677053, 656257, 571670]"
2022-09-28,Boston Red Sox,Rich Hill,True,"[657041, 682928, 608841, 572228, 671277, 545121, 669743, 645302, 656180, 514917, 680686, 640451, 605218, 640448]",Baltimore Orioles,Dean Kremer,True,"[660670, 621020, 671739, 663586, 621566, 518595, 592696, 606115, 543257, 661388, 628338, 543606, 445926, 669276, 628452, 621345, 445276, 623451]"
2022-09-28,New York Mets,Taijuan Walker,True,"[502054, 646240, 593428, 657077, 502110, 671213, 571771, 624512, 501659, 624414, 448179, 518489, 672391, 598264]",Miami Marlins,Jesús Luzardo,True,"[663630, 669065, 663624, 623993, 542583, 669720, 663527, 683002, 622761, 668939, 679631, 455139, 665152, 669211]"
2022-09-28,Chicago Cubs,Hayden Wesneski,True,"[650333, 621043, 624503, 669304, 570482, 595909, 670242, 680777, 571740, 596142, 676628, 665482, 680739, 573204, 605242, 663558, 605347]",Philadelphia Phillies,Aaron Nola,True,"[462101, 683734, 547989, 650391, 657757, 572041, 518735, 543281, 663853, 456501, 518617, 523260, 614179]"
2022-09-28,Minnesota Twins,Josh Winder,True,"[665833, 668804, 609280, 660636, 666801, 592325, 663647, 668751, 669261, 621028, 608422, 678225, 669060, 608328, 670990]",Chicago White Sox,Johnny Cueto,True,"[670770, 519222, 668715, 571657, 641584, 656413, 664670, 608703, 676480, 642020, 456781, 672279, 570666, 665665, 518585, 664747]"
2022-09-28,Milwaukee Brewers,Brandon Woodruff,True,"[543807, 666182, 665489, 606192, 656305, 606132, 643376, 593160, 598265, 672386, 605548, 669952, 670950, 641835, 554340, 643256, 579328]",St. Louis Cardinals,Jose Quintana,True,"[592450, 665828, 518626, 672724, 664056, 503556, 543309, 641796, 543305, 543037, 502154, 664123, 657376, 547973]"
